attachment_id,ticket_id,filename,file_type,source_dataset,storage_path,content_hash,ocr_text,visual_summary,metadata,parse_status,created_at
ATT-MM-0032,TCK-0336,payment_success.png,image,synthetic_sroie_cord_style,,73ee89a12ccfca343559ba3fb67752339e1cbd3fb044d685afc01d7123197a04,支付成功 订单号 ORD-0075 金额 554.5 元,支付截图显示 运维控制台 已完成付款，金额 554.5 元。,"{""sample_id"": ""MMT-0032"", ""case_type"": ""payment_verified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 554.5, ""order_id"": ""ORD-0075""}, ""notes"": ""SROIE/CORD-style receipt evidence; order system remains authoritative.""}",pending,2026-05-16T00:00:00
ATT-MM-0033,TCK-0241,payment_success.png,image,synthetic_sroie_cord_style,,97674530564e3d9e260df3e50108fa63306f48c36b6a035c99cfc30816c18fcb,支付成功 订单号 ORD-0047 金额 475.5 元,支付截图显示 云桌面协作 已完成付款，金额 475.5 元。,"{""sample_id"": ""MMT-0033"", ""case_type"": ""payment_verified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 475.5, ""order_id"": ""ORD-0047""}, ""notes"": ""SROIE/CORD-style receipt evidence; order system remains authoritative.""}",pending,2026-05-16T00:00:00
ATT-MM-0034,TCK-0146,payment_success.png,image,synthetic_sroie_cord_style,,8c100656a3368210b7e7c783d41bd0436676837f2bf564cb186f411a39affecd,支付成功 订单号 ORD-0003 金额 278.0 元,支付截图显示 视觉巡检仪 已完成付款，金额 278.0 元。,"{""sample_id"": ""MMT-0034"", ""case_type"": ""payment_verified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 278.0, ""order_id"": ""ORD-0003""}, ""notes"": ""SROIE/CORD-style receipt evidence; order system remains authoritative.""}",pending,2026-05-16T00:00:00
ATT-MM-0035,TCK-0051,payment_success.png,image,synthetic_sroie_cord_style,,0827b0b0de4e423afab5ffa83e739bc883068d28e1fb3718625485d6f3f11798,支付成功 订单号 ORD-0094 金额 278.0 元,支付截图显示 安全金库 已完成付款，金额 278.0 元。,"{""sample_id"": ""MMT-0035"", ""case_type"": ""payment_verified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 278.0, ""order_id"": ""ORD-0094""}, ""notes"": ""SROIE/CORD-style receipt evidence; order system remains authoritative.""}",pending,2026-05-16T00:00:00
ATT-MM-0036,TCK-0341,payment_success.png,image,synthetic_sroie_cord_style,,1350428d198d7b98d5c5cbfab5b064d1312d5390722cd114b8ed5827b413f3a9,支付成功 订单号 ORD-0097 金额 396.5 元,支付截图显示 云桌面协作 已完成付款，金额 396.5 元。,"{""sample_id"": ""MMT-0036"", ""case_type"": ""payment_verified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 396.5, ""order_id"": ""ORD-0097""}, ""notes"": ""SROIE/CORD-style receipt evidence; order system remains authoritative.""}",pending,2026-05-16T00:00:00
ATT-MM-0037,TCK-0151,payment_success.png,image,synthetic_sroie_cord_style,,35fdea5c416c0802ec96d0a2669ea105b66da879c4302e061d0ff13d8fbd5a2c,支付成功 订单号 ORD-0009 金额 515.0 元,支付截图显示 安全金库 已完成付款，金额 515.0 元。,"{""sample_id"": ""MMT-0037"", ""case_type"": ""payment_verified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 515.0, ""order_id"": ""ORD-0009""}, ""notes"": ""SROIE/CORD-style receipt evidence; order system remains authoritative.""}",pending,2026-05-16T00:00:00
ATT-MM-0038,TCK-0056,payment_success.png,image,synthetic_sroie_cord_style,,f57d0d3cdc48e46762e6c802dc8e4ae49bde917f87b34dbefc5b932a1c069dbd,支付成功 订单号 ORD-0100 金额 515.0 元,支付截图显示 运维控制台 已完成付款，金额 515.0 元。,"{""sample_id"": ""MMT-0038"", ""case_type"": ""payment_verified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 515.0, ""order_id"": ""ORD-0100""}, ""notes"": ""SROIE/CORD-style receipt evidence; order system remains authoritative.""}",pending,2026-05-16T00:00:00
ATT-MM-0039,TCK-0346,payment_success.png,image,synthetic_sroie_cord_style,,d449e43187107f9e6674e7535b05b7c69df6c45dd6c50c310670a91e13730a44,支付成功 订单号 ORD-0103 金额 633.5 元,支付截图显示 视觉巡检仪 已完成付款，金额 633.5 元。,"{""sample_id"": ""MMT-0039"", ""case_type"": ""payment_verified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 633.5, ""order_id"": ""ORD-0103""}, ""notes"": ""SROIE/CORD-style receipt evidence; order system remains authoritative.""}",pending,2026-05-16T00:00:00
ATT-MM-0040,TCK-0251,payment_success.png,image,synthetic_sroie_cord_style,,294dfcc739f1b0e82424b8becf5da74a20512682bbbc1f2e5674003d163f61d9,支付成功 订单号 ORD-0059 金额 436.0 元,支付截图显示 安全金库 已完成付款，金额 436.0 元。,"{""sample_id"": ""MMT-0040"", ""case_type"": ""payment_verified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 436.0, ""order_id"": ""ORD-0059""}, ""notes"": ""SROIE/CORD-style receipt evidence; order system remains authoritative.""}",pending,2026-05-16T00:00:00
ATT-MM-0041,TCK-0001,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,b284facb739b2b33a84ce6bf34696b2551186e9edf651b92a8268e7946051478,支付成功 订单号 ORD-UNVERIFIED-0041 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0041"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0041""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
ATT-MM-0042,TCK-0106,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,484a904ad510fd13458c8701bb3c9c93946d9de8acfa6f460880ff5fd8fcc095,支付成功 订单号 ORD-UNVERIFIED-0042 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0042"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0042""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
ATT-MM-0043,TCK-0211,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,5e7f4fb8d36e1563e35ac1012d4749081468931f50ea4dd41dcba968d591d53e,支付成功 订单号 ORD-UNVERIFIED-0043 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0043"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0043""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
ATT-MM-0044,TCK-0316,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,7632ca71a7e90e1ebc5e200ac6d920afdb041a2f8ef4bca287bb6599484a708c,支付成功 订单号 ORD-UNVERIFIED-0044 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0044"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0044""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
ATT-MM-0045,TCK-0036,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,c1284d5a8f993b4492a6fd5df59e1216f550a51bd4bdae3563cb95951a981fb8,支付成功 订单号 ORD-UNVERIFIED-0045 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0045"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0045""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
ATT-MM-0046,TCK-0141,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,7359e3ddb24593c3c32ae4041bebf6989c6aab8ded9f5fd8392dca061b2e9ddf,支付成功 订单号 ORD-UNVERIFIED-0046 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0046"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0046""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
